Tipo de contrato,Procedimiento de adjudicación,Criterios de adjudicación,Entidad impulsora,Duración del contrato,Importe de adjudicación,Presupuesto sin IVA,¿Caracter plurianual?,CPV,División en lotes,Nº de licitadores presentados,¿UTE?
Gestión de servicios públicos,Negociado Sin Publicidad,Otros,Salud,Menos de 1 año,149014.7,149014.7,0,85,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,133884.3,162000.0,0,50,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,Cultura y Política Lingüística,Menos de 1 año,29000.0,35090.0,0,73,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,87100.0,115700.0,1,73,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,55785.13,74380.17,1,73,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,155489.04,198131.52,1,45,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,111570.25,135000.0,1,39,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,174203.22,214179.43,0,45,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,68950.0,97000.0,0,80,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Seguridad,1-3 años,400000.0,400000.0,1,50,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,33600.0,34980.0,0,80,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,105000.0,127050.0,1,80,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,40000.0,48400.0,0,98,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Seguridad,Menos de 1 año,59499.8,71994.76,0,48,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,117150.0,136198.35,1,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,36252.9,45000.0,0,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,82644.63,100000.0,0,50,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Turismo, Comercio y Consumo",Menos de 1 año,39435.29,49586.77,0,80,0,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,84943.19,93105.89,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,26100.0,37499.94,1,72,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,186000.0,190000.0,0,34,0,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,Seguridad,1-3 años,600000.0,600000.0,0,80,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,28800.0,30000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,96363.63,116600.0,1,77,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,132481.45,203830.0,1,71,0,Menos de 5 licitadores,0
Obras,Negociado con Publicidad,Mejor precio,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,158677.69,192000.0,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,85000.0,99173.55,0,79,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,1-3 años,717937.9199999999,1025625.6,1,33,1,Menos de 5 licitadores,1
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,90606.59999999999,129438.0,0,92,1,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,135600.0,165289.26,0,39,0,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,Seguridad,1-3 años,38016.52,46000.0,1,55,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,80991.74,98000.01,1,79,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,21296.0,31146.0,0,92,1,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,61000.0,73810.0,0,71,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,225290.11,258425.11,0,45,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,45525.41,68151.33,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,54102.34,64462.81,0,90,0,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,65317.01,74380.17,0,90,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,53700.0,53719.01,0,42,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,53480.0,55000.0,0,80,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,49800.0,50000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,59400.0,59504.13,0,92,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,57820.0,59000.0,0,71,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,58500.0,60000.0,0,73,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Seguridad,1-3 años,192000.0,232320.0,1,64,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,750000.0,750000.0,1,85,0,Menos de 5 licitadores,0
Gestión de servicios públicos,Negociado Sin Publicidad,Otros,Salud,Menos de 1 año,705000.0,705000.0,0,85,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,397976.96,548914.47,0,45,0,5-10 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,204999.47,257899.97,0,45,0,Menos de 5 licitadores,1
Obras,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,62430.89,63796.44,0,45,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Seguridad,Menos de 1 año,34875.0,34875.0,0,48,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,376992.0,1011598.0,0,80,1,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,3-6 años,73568.3,141322.31,1,45,0,Menos de 5 licitadores,0
Obras,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,192900.0,199795.98,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,3-6 años,259200.0,480000.0,0,71,0,5-10 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,1-3 años,47400.0,60000.0,0,71,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Educación,Menos de 1 año,261933.8,460943.0,0,39,0,5-10 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,162261.02,196335.84,0,79,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,51262.0,62027.02,0,33,1,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,143042.37,158516.83,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,90000.0,108900.0,0,79,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,17870.0,19230.77,0,22,0,5-10 licitadores,0
Obras,Negociado Sin Publicidad,Mejor precio,Educación,Menos de 1 año,62050.0,75080.5,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,39800.0,40000.0,0,73,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,47500.0,48500.0,1,73,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Economía y Hacienda,1-3 años,533918.1,533918.12,1,80,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Economía y Hacienda,1-3 años,284000.0,330214.88,1,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,88088.868,125841.24,1,60,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,115800.0,168000.0,1,71,0,Menos de 5 licitadores,1
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,61972.0,61983.47,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,400000.0,700000.0,0,71,0,15-20 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,239932.49,247809.33,0,45,0,Menos de 5 licitadores,1
Obras,Abierto Simplificado,Mejor precio,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,350000.0,370000.0,0,45,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,247500.0,299475.0,1,50,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Seguridad,1-3 años,276685.0,334788.85,1,50,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Turismo, Comercio y Consumo",Menos de 1 año,60000.0,72600.0,0,79,0,5-10 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,90000.0,108900.0,0,79,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,247933.89,300000.0,0,34,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,429752.07,520000.0,0,35,1,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,75601.6,82000.0,0,42,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,450000.0,544500.0,0,63,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Educación,Menos de 1 año,37511.92,44151.0,0,39,0,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,262938.18,356066.69,0,45,0,5-10 licitadores,0
Suministros,Abierto,Mejor precio,Educación,Menos de 1 año,19100.0,19173.55,0,42,0,Menos de 5 licitadores,0
Suministros,Abierto Simplificado,Pluralidad de criterios,Seguridad,Menos de 1 año,87890.0,99552.21,0,32,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,110000.0,181818.18,0,34,1,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Educación,Menos de 1 año,336546.69999999995,480781.0,0,39,1,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Educación,Menos de 1 año,56232.71,57974.18,0,39,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,82643.0,99998.03,0,31,0,10-15 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,154500.0,181818.18,1,72,0,Menos de 5 licitadores,1
Suministros,Abierto,Mejor precio,Seguridad,1-3 años,56198.35,68000.0,1,09,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,173571.0,360000.0,0,45,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,94800.0,99173.55,1,50,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,36000.0,37190.08,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,"Igualdad, Justicia y Políticas Sociales",1-3 años,24793.39,30000.0,0,60,0,5-10 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,239784.52,284035.67,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,41175.0,54900.0,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,21900.0,24000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,"Igualdad, Justicia y Políticas Sociales",1-3 años,24793.39,30000.0,0,98,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,1-3 años,76692.0,77000.0,0,72,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,27975.21,33850.0,0,50,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,19800.0,25000.0,0,71,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,32362.399999999998,46232.0,0,79,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,21618.93,49586.78,0,50,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Economía y Hacienda,Menos de 1 año,219000.0,219008.26,0,30,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,Economía y Hacienda,Menos de 1 año,19850.0,20000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,Menos de 1 año,24600.0,30000.0,0,72,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,82000.0,99220.0,0,39,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,33990.0,49586.78,0,30,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,272320.33,327652.43,0,45,0,5-10 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,380165.29,460000.0,1,44,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Turismo, Comercio y Consumo",Menos de 1 año,209003.89,240000.0,0,79,1,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,Menos de 1 año,99000.0,119790.0,1,79,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,206611.57,250000.0,0,79,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,247933.88,300000.0,1,39,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,1-3 años,46308.99,66155.7,1,50,0,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,Seguridad,1-3 años,70188.0,84297.52,1,50,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,98000.0,140000.0,1,90,1,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,"Igualdad, Justicia y Políticas Sociales",1-3 años,36363.64,44000.0,0,65,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,82950.0,115702.47,0,79,0,5-10 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Economía y Hacienda,Menos de 1 año,60950.0,65000.0,1,72,0,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,439825.71,713849.78,0,45,0,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,602196.45,628000.0,1,45,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Turismo, Comercio y Consumo",Menos de 1 año,33200.0,37190.08,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,80000.0,90000.0,0,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,234719.38,284010.45,0,32,0,5-10 licitadores,0
Suministros,Abierto Simplificado,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,54400.0,66116.0,0,45,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,268595.04,325000.0,0,30,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,82088.35,82644.63,0,38,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,16915.7,20468.0,0,30,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,28000.0,38000.0,0,71,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Educación,Menos de 1 año,459213.99999999994,656020.0,0,39,1,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,35800.0,38000.0,0,79,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,412020.0,413223.14,0,38,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,45000.0,48900.0,1,79,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,62000.0,73000.0,0,30,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,1-3 años,85000.0,88400.0,0,33,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Economía y Hacienda,Menos de 1 año,34500.0,35000.0,0,72,1,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,Presidencia del Gobierno - Lehendakaritza,1-3 años,16723.0,25000.0,0,66,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,17045.0,25000.0,0,71,0,5-10 licitadores,0
Suministros,Abierto Simplificado,Pluralidad de criterios,Cultura y Política Lingüística,Menos de 1 año,33057.85,40000.0,0,39,0,5-10 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,73096.0,82231.4,0,42,1,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,163842.77,297520.66,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,273000.0,393575.0,1,60,1,Menos de 5 licitadores,1
Servicios,Abierto,Mejor precio,"Igualdad, Justicia y Políticas Sociales",1-3 años,83305.78199999999,119008.26,1,75,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,283000.0,283000.0,1,66,0,Menos de 5 licitadores,0
